term,canonical_name,aliases,category,tags,description,source_file,created_at,updated_at
模内传感器,模内传感器,智能模具,工具,制造工艺;注塑;测试验证,集成在模具内用于监测压力、温度、位移等参数的传感器总称。,manual_append_batch2,2025-09-25T12:23:05.381745,2025-09-25T12:23:05.381745
信纳比,信纳比,SINAD,性能指标,硬件相关;测试验证;声学,信号+噪声+失真的总功率与噪声+失真的功率之比，衡量音频系统的动态性能。,manual_append_batch2,2025-09-25T12:23:05.381745,2025-09-25T12:23:05.381745
邦定线弧长度,邦定线弧长度,线弧跨度,制造工艺,工艺参数;半导体;封装,键合线从第一点到第二点的水平投影距离。,manual_append_batch2,2025-09-25T12:23:05.381745,2025-09-25T12:23:05.381745
供应链审计,供应链审计,供应商审核,Process,质量体系;供应链;组织职责,对供应商的质量体系生产过程及能力进行的系统性检查与评估,hardware_module_expansion,2025-09-26T09:29:11.828162,2025-09-26T09:29:11.828162
产品数据管理工程师,产品数据管理工程师,PDM工程师,Role,组织职责;项目相关;流程相关,负责管理产品全生命周期数据（BOM图纸规格）的工程师,hardware_module_expansion,2025-09-26T09:29:11.828162,2025-09-26T09:29:11.828162
项目质量经理,项目质量经理,PQM,Role,组织职责;质量体系;项目相关,负责特定项目内所有质量活动的策划控制和保证的管理人员,hardware_module_expansion,2025-09-26T09:29:11.828162,2025-09-26T09:29:11.828162
环境健康安全工程师,环境健康安全工程师,EHS工程师,Role,组织职责;法规;流程相关,负责确保工作环境符合健康安全及环保法规的专业人员,hardware_module_expansion,2025-09-26T09:29:11.828162,2025-09-26T09:29:11.828162
金相切片,金相切片,交叉切片,Tool,测试验证;可靠性;失效分析,将样品封装研磨抛光后在显微镜下观察内部结构的制样方法,hardware_module_expansion,2025-09-26T09:29:11.828162,2025-09-26T09:29:11.828162
客户质量工程师,客户质量工程师,CQE,Role,组织职责;质量体系;供应链,作为与客户对接的质量窗口处理客户反馈投诉和审核,hardware_module_expansion,2025-09-26T09:29:11.828162,2025-09-26T09:29:11.828162
高低温循环试验箱,高低温循环试验箱,温循箱,Tool,测试验证;可靠性;硬件相关,可编程控制温度在高温和低温间循环变化的测试设备,hardware_module_expansion,2025-09-26T09:29:11.828162,2025-09-26T09:29:11.828162
生产质量工程师,生产质量工程师,PQE,Role,组织职责;质量体系;制造工艺,负责解决生产线上的质量问题提升直通率和产品质量,hardware_module_expansion,2025-09-26T09:29:11.829160,2025-09-26T09:29:11.829160
可制造性设计评审,可制造性设计评审,DFM评审,Process,设计;制造工艺;质量体系,在产品设计阶段评估其是否易于高效低成本制造的正式评审流程,hardware_module_expansion,2025-09-26T09:29:11.829160,2025-09-26T09:29:11.829160
阳极氧化,阳极氧化,阳极化,Process,制造工艺;CMF;可靠性,通过电解在铝材表面生成致密氧化铝膜用于着色耐腐蚀和耐磨,hardware_module_expansion,2025-09-26T09:29:11.829160,2025-09-26T09:29:11.829160
可靠性测试工程师,可靠性测试工程师,可靠性工程师,Role,组织职责;测试验证;可靠性,负责制定和执行产品可靠性测试方案评估产品寿命和失效模式,hardware_module_expansion,2025-09-26T09:29:11.829160,2025-09-26T09:29:11.829160
来料质量检验员,来料质量检验员,IQC检验员,Role,组织职责;质量体系;制造工艺,负责对供应商来料进行检验和判定的操作人员,hardware_module_expansion,2025-09-26T09:29:11.829160,2025-09-26T09:29:11.829160
模流分析软件,模流分析软件,Moldflow,Tool,设计;制造工艺;注塑,用于模拟塑料在模具中流动保压冷却过程的CAE软件,hardware_module_expansion,2025-09-26T09:29:11.829160,2025-09-26T09:29:11.829160
失效分析工程师,失效分析工程师,FA工程师,Role,组织职责;可靠性;质量体系,负责对失效品进行根因分析定位故障机理并提出改进措施,hardware_module_expansion,2025-09-26T09:29:11.829160,2025-09-26T09:29:11.829160
化学镀镍金,化学镀镍金,ENIG,Process,制造工艺;PCB;工艺参数,在PCB焊盘上化学沉积镍层和金层的表面处理工艺,hardware_module_expansion,2025-09-26T09:29:11.829160,2025-09-26T09:29:11.829160
体系质量工程师,体系质量工程师,体系工程师,Role,组织职责;质量体系;流程相关,负责建立维护和改进公司质量管理体系（如ISO9001）,hardware_module_expansion,2025-09-26T09:29:11.829160,2025-09-26T09:29:11.829160
离子色谱仪,离子色谱仪,IC,Tool,测试验证;物料;可靠性,用于检测样品中离子型杂质（如卤素硫酸根）的种类和含量,hardware_module_expansion,2025-09-26T09:29:11.829160,2025-09-26T09:29:11.829160
射频微波暗室,射频微波暗室,电波暗室,Tool,测试验证;EMC;射频相关,内部覆盖吸波材料用于天线辐射等测试的电磁屏蔽空间,hardware_module_expansion,2025-09-26T09:29:11.829160,2025-09-26T09:29:11.829160
制程质量工程师,制程质量工程师,IPQC工程师,Role,组织职责;质量体系;制造工艺,负责监控和生产过程质量确保工艺参数稳定和产品符合标准,hardware_module_expansion,2025-09-26T09:29:11.830164,2025-09-26T09:29:11.830164
振动控制器,振动控制器,振动控制仪,Tool,测试验证;可靠性;结构相关,用于控制振动试验台按预设谱线进行振动的设备,hardware_module_expansion,2025-09-26T09:29:11.830164,2025-09-26T09:29:11.830164
功耗分析仪,功耗分析仪,功率分析仪,Tool,测试验证;硬件相关;性能指标,精确测量设备电压电流功率能耗等电气参数的仪器,hardware_module_expansion,2025-09-26T09:29:11.830164,2025-09-26T09:29:11.830164
材料合规工程师,材料合规工程师,环保工程师,Role,组织职责;法规;供应链,确保产品所用材料符合RoHS REACH等环保法规的专业人员,hardware_module_expansion,2025-09-26T09:29:11.830164,2025-09-26T09:29:11.830164
X射线荧光光谱仪,X射线荧光光谱仪,XRF,Tool,测试验证;物料;CMF,用于快速无损分析材料元素成分和镀层厚度的仪器,hardware_module_expansion,2025-09-26T09:29:11.830164,2025-09-26T09:29:11.830164
标准化工程师,标准化工程师,标准工程师,Role,组织职责;设计;流程相关,负责制定和维护企业技术标准设计规范等,hardware_module_expansion,2025-09-26T09:29:11.830164,2025-09-26T09:29:11.830164
邦定球剪切测试,邦定球剪切测试,球剪切测试,TestCase,测试验证;可靠性;半导体,测量芯片键合球与焊盘界面强度的破坏性测试方法,hardware_module_expansion,2025-09-26T09:29:11.830164,2025-09-26T09:29:11.830164
超声波焊接,超声波焊接,超声焊,Process,制造工艺;结构相关;可靠性,利用高频振动能量使塑料或金属局部熔化实现连接,hardware_module_expansion,2025-09-26T09:29:11.830164,2025-09-26T09:29:11.830164
实验室认可工程师,实验室认可工程师,实验室工程师,Role,组织职责;测试验证;质量体系,负责实验室管理体系（如CNAS）的建立和维护,hardware_module_expansion,2025-09-26T09:29:11.830164,2025-09-26T09:29:11.830164
红外热像仪,红外热像仪,热像仪,Tool,测试验证;热管理;可靠性,将物体表面温度分布转换为可视化热图的设备,hardware_module_expansion,2025-09-26T09:29:11.830164,2025-09-26T09:29:11.830164
扫描电子显微镜,扫描电子显微镜,SEM,Tool,测试验证;可靠性;失效分析,利用电子束扫描样品表面获得高分辨率形貌图像的设备,hardware_module_expansion,2025-09-26T09:29:11.830164,2025-09-26T09:29:11.830164
质量成本分析师,质量成本分析师,质量成本会计,Role,组织职责;质量体系;流程相关,负责核算和分析预防鉴定内部和外部失败成本,hardware_module_expansion,2025-09-26T09:29:11.830164,2025-09-26T09:29:11.830164
恒温恒湿试验箱,恒温恒湿试验箱,温湿箱,Tool,测试验证;可靠性;硬件相关,可精确控制温度和湿度的环境模拟设备,hardware_module_expansion,2025-09-26T09:29:11.830164,2025-09-26T09:29:11.830164
矢量网络分析仪,矢量网络分析仪,VNA,Tool,测试验证;射频相关;硬件相关,测量器件网络参数（S参数）的精密仪器,hardware_module_expansion,2025-09-26T09:29:11.830164,2025-09-26T09:29:11.830164
供应商开发工程师,供应商开发工程师,SDE,Role,组织职责;供应链;质量体系,负责寻找评估和引入新供应商并提升现有供应商能力,hardware_module_expansion,2025-09-26T09:29:11.831162,2025-09-26T09:29:11.831162
微弧氧化,微弧氧化,微弧氧化,Process,制造工艺;CMF;可靠性,在铝镁钛等金属表面通过高压放电生成陶瓷化氧化层的技术,hardware_module_expansion,2025-09-26T09:29:11.831162,2025-09-26T09:29:11.831162
计量校准工程师,计量校准工程师,计量工程师,Role,组织职责;测试验证;质量体系,负责测量设备的定期校准和量值溯源管理,hardware_module_expansion,2025-09-26T09:29:11.831162,2025-09-26T09:29:11.831162
激光测振仪,激光测振仪,LDV,Tool,测试验证;可靠性;结构相关,利用激光多普勒效应非接触测量物体振动速度和位移的设备,hardware_module_expansion,2025-09-26T09:29:11.831162,2025-09-26T09:29:11.831162
能谱仪,能谱仪,EDS/EDX,Tool,测试验证;可靠性;失效分析,与SEM联用对样品微区进行元素成分定性定量分析,hardware_module_expansion,2025-09-26T09:29:11.831162,2025-09-26T09:29:11.831162
客户满意度经理,客户满意度经理,CSM,Role,组织职责;质量体系;项目相关,负责监控和提升客户对产品和服务的满意程度,hardware_module_expansion,2025-09-26T09:29:11.831162,2025-09-26T09:29:11.831162
落球冲击测试,落球冲击测试,球冲击测试,TestCase,测试验证;可靠性;结构相关,用规定重量的钢球从一定高度自由落体冲击样品表面,hardware_module_expansion,2025-09-26T09:29:11.831162,2025-09-26T09:29:11.831162
等离子体清洗,等离子体清洗,等离子清洗,Process,制造工艺;表面处理;可靠性,利用等离子体活化材料表面去除有机物污染提高粘接性,hardware_module_expansion,2025-09-26T09:29:11.831162,2025-09-26T09:29:11.831162
质量培训师,质量培训师,质量培训专员,Role,组织职责;质量体系;流程相关,负责策划和实施公司范围内的质量意识工具和流程培训,hardware_module_expansion,2025-09-26T09:29:11.831162,2025-09-26T09:29:11.831162
三坐标测量机,三坐标测量机,CMM,Tool,测试验证;结构相关;制造工艺,用于精密测量工件几何尺寸形状和位置公差的高精度设备,hardware_module_expansion,2025-09-26T09:29:11.831162,2025-09-26T09:29:11.831162
原子力显微镜,原子力显微镜,AFM,Tool,测试验证;可靠性;失效分析,通过探测针尖与样品表面的原子力获得纳米级分辨率的三维形貌,hardware_module_expansion,2025-09-26T09:29:11.831162,2025-09-26T09:29:11.831162
项目质量保证,项目质量保证,PQA,Role,组织职责;质量体系;项目相关,在项目团队内独立评估过程合规性确保项目按质量要求执行,hardware_module_expansion,2025-09-26T09:29:11.832162,2025-09-26T09:29:11.832162
插拔力测试,插拔力测试,插拔寿命测试,TestCase,测试验证;可靠性;硬件相关,测试连接器反复插拔过程中的插入力和拔出力以及寿命次数,hardware_module_expansion,2025-09-26T09:29:11.832162,2025-09-26T09:29:11.832162
化学气相沉积,化学气相沉积,CVD,Process,制造工艺;半导体;硬件相关,利用气态先驱物在衬底表面发生化学反应并沉积固态薄膜的技术,hardware_module_expansion,2025-09-26T09:29:11.832162,2025-09-26T09:29:11.832162
质量信息系统专员,质量信息系统专员,QIS专员,Role,组织职责;质量体系;软件相关,负责维护和质量数据统计分析软件系统（如SPC QMS）,hardware_module_expansion,2025-09-26T09:29:11.832162,2025-09-26T09:29:11.832162
光谱分析仪,光谱分析仪,OSA,Tool,测试验证;射频相关;硬件相关,测量光信号功率随波长分布关系的仪器,hardware_module_expansion,2025-09-26T09:29:11.832162,2025-09-26T09:29:11.832162
卓越运营经理,卓越运营经理,精益经理,Role,组织职责;质量体系;制造工艺,推动精益生产六西格玛等持续改进方法提升运营效率和质量,hardware_module_expansion,2025-09-26T09:29:11.832162,2025-09-26T09:29:11.832162
高温存储测试,高温存储测试,高温老化,TestCase,测试验证;可靠性;硬件相关,将产品置于高温环境下长时间存储评估其材料和老化的稳定性,hardware_module_expansion,2025-09-26T09:29:11.832162,2025-09-26T09:29:11.832162
物理气相沉积,物理气相沉积,PVD,Process,制造工艺;CMF;硬件相关,通过物理方法（蒸发溅射）使材料气化并在工件表面沉积成膜,hardware_module_expansion,2025-09-26T09:29:11.832162,2025-09-26T09:29:11.832162
风险管理工程师,风险管理工程师,风险工程师,Role,组织职责;质量体系;项目相关,负责识别分析和管控产品开发过程中的技术和管理风险,hardware_module_expansion,2025-09-26T09:29:11.832162,2025-09-26T09:29:11.832162
白光干涉仪,白光干涉仪,光学轮廓仪,Tool,测试验证;制造工艺;外观,用于非接触式测量表面形貌粗糙度台阶高度等三维轮廓,hardware_module_expansion,2025-09-26T09:29:11.832162,2025-09-26T09:29:11.832162
二次离子质谱仪,二次离子质谱仪,SIMS,Tool,测试验证;可靠性;失效分析,用离子束溅射样品表面对溅出二次离子进行质谱分析用于痕量元素和深度剖析,hardware_module_expansion,2025-09-26T09:29:11.832162,2025-09-26T09:29:11.832162
质量审计员,质量审计员,内审员,Role,组织职责;质量体系;流程相关,经培训合格负责执行内部质量管理体系审核的人员,hardware_module_expansion,2025-09-26T09:29:11.832162,2025-09-26T09:29:11.832162
弯曲测试,弯曲测试,弯折测试,TestCase,测试验证;可靠性;结构相关,对FPC连接线等柔性部件进行反复弯折考核其耐疲劳性,hardware_module_expansion,2025-09-26T09:29:11.832162,2025-09-26T09:29:11.832162
激光焊接,激光焊接,激光焊,Process,制造工艺;结构相关;可靠性,利用高能量密度激光束作为热源进行精密焊接的方法,hardware_module_expansion,2025-09-26T09:29:11.832162,2025-09-26T09:29:11.832162
变更控制委员会,变更控制委员会,CCB,Role,组织职责;项目相关;流程相关,负责评估和批准产品设计工艺等重要变更的跨部门团队,hardware_module_expansion,2025-09-26T09:29:11.832162,2025-09-26T09:29:11.832162
热阻测试仪,热阻测试仪,热阻测量系统,Tool,测试验证;热管理;可靠性,用于测量器件结到环境或结到外壳热阻的专用设备,hardware_module_expansion,2025-09-26T09:29:11.832162,2025-09-26T09:29:11.832162
X射线衍射仪,X射线衍射仪,XRD,Tool,测试验证;物料;可靠性,用于分析材料的晶体结构物相组成结晶度等,hardware_module_expansion,2025-09-26T09:29:11.832162,2025-09-26T09:29:11.832162
质量目标管理专员,质量目标管理专员,质量KPI专员,Role,组织职责;质量体系;流程相关,负责制定跟踪和分析公司及部门级质量关键绩效指标,hardware_module_expansion,2025-09-26T09:29:11.832162,2025-09-26T09:29:11.832162
砂尘测试,砂尘测试,防尘测试,TestCase,测试验证;可靠性;结构相关,模拟沙尘环境测试产品外壳的防尘能力（IP5X）,hardware_module_expansion,2025-09-26T09:29:11.832162,2025-09-26T09:29:11.832162
选择性焊接,选择性焊接,选择焊,Process,制造工艺;PCB;工艺参数,仅对PCB上特定通孔元件进行焊接避免热敏感SMD元件受热,hardware_module_expansion,2025-09-26T09:29:11.832162,2025-09-26T09:29:11.832162
新产品导入质量工程师,新产品导入质量工程师,NPI QE,Role,组织职责;质量体系;项目相关,负责在新产品从研发转向量产阶段的质量策划和验证,hardware_module_expansion,2025-09-26T09:29:11.833669,2025-09-26T09:29:11.833669
泄漏测试仪,泄漏测试仪,检漏仪,Tool,测试验证;可靠性;结构相关,用于检测产品气密性的设备如压降法氦质谱检漏仪,hardware_module_expansion,2025-09-26T09:29:11.833669,2025-09-26T09:29:11.833669
俄歇电子能谱仪,俄歇电子能谱仪,AES,Tool,测试验证;可靠性;失效分析,用于表面1-3nm层元素的定性定量和化学状态分析,hardware_module_expansion,2025-09-26T09:29:11.833669,2025-09-26T09:29:11.833669
质量改进小组组长,质量改进小组组长,QIT Leader,Role,组织职责;质量体系;制造工艺,领导跨职能团队针对特定质量问题进行根本原因分析和改进,hardware_module_expansion,2025-09-26T09:29:11.833669,2025-09-26T09:29:11.833669
机械冲击测试,机械冲击测试,冲击测试,TestCase,测试验证;可靠性;结构相关,模拟产品在运输或使用中受到的剧烈冲击考核结构坚固性,hardware_module_expansion,2025-09-26T09:29:11.833669,2025-09-26T09:29:11.833669
卷对卷加工,卷对卷加工,R2R,Process,制造工艺;FPC;物料,基材以卷筒形式连续进行多个工序（如曝光蚀刻镀铜）的生产方式,hardware_module_expansion,2025-09-26T09:29:11.833669,2025-09-26T09:29:11.833669
客户投诉处理专员,客户投诉处理专员,客诉专员,Role,组织职责;质量体系;供应链,负责接收记录初步分析和跟踪客户投诉的处理进程,hardware_module_expansion,2025-09-26T09:29:11.833669,2025-09-26T09:29:11.833669
绝缘耐压测试仪,绝缘耐压测试仪,耐压测试仪,Tool,测试验证;安全相关;硬件相关,施加高电压测试产品的绝缘强度是否满足安全规范,hardware_module_expansion,2025-09-26T09:29:11.833669,2025-09-26T09:29:11.833669
动态力学分析仪,动态力学分析仪,DMA,Tool,测试验证;物料;可靠性,测量材料在不同温度频率下的动态模量和损耗因子研究粘弹行为,hardware_module_expansion,2025-09-26T09:29:11.833669,2025-09-26T09:29:11.833669
质量成本管理经理,质量成本管理经理,质量成本经理,Role,组织职责;质量体系;流程相关,负责全面策划核算分析和优化质量成本,hardware_module_expansion,2025-09-26T09:29:11.833669,2025-09-26T09:29:11.833669
防水测试,防水测试,浸水测试,TestCase,测试验证;可靠性;结构相关,将产品浸入规定深度水中一定时间测试其防水等级（IPX7/IPX8）,hardware_module_expansion,2025-09-26T09:29:11.833669,2025-09-26T09:29:11.833669
激光修调,激光修调,激光调阻,Process,制造工艺;硬件相关;工艺参数,使用激光精确切割调整厚膜或薄膜电阻的阻值,hardware_module_expansion,2025-09-26T09:29:11.833669,2025-09-26T09:29:11.833669
供应商质量改进工程师,供应商质量改进工程师,SQI工程师,Role,组织职责;质量体系;供应链,常驻或频繁访问供应商协助其进行质量问题的根本原因分析和持续改进,hardware_module_expansion,2025-09-26T09:29:11.834678,2025-09-26T09:29:11.834678
伽马校正,伽马校正,Gamma Calibration,Process,显示相关;测试验证;制造工艺,调整显示屏的灰阶输出特性使显示亮度与输入信号呈准确的幂函数关系,hardware_module_expansion,2025-09-26T09:29:11.834678,2025-09-26T09:29:11.834678
色准调试,色准调试,Color Calibration,Process,显示相关;测试验证;影像相关,调整显示屏色域白平衡等参数使其色彩显示符合标准,hardware_module_expansion,2025-09-26T09:29:11.834678,2025-09-26T09:29:11.834678
亮度均匀性测试,亮度均匀性测试,Luminance Uniformity Test,TestCase,显示相关;测试验证;性能指标,测量屏幕不同区域的亮度计算均匀性的测试,hardware_module_expansion,2025-09-26T09:29:11.834678,2025-09-26T09:29:11.834678
色度均匀性测试,色度均匀性测试,Chromaticity Uniformity Test,TestCase,显示相关;测试验证;性能指标,测量屏幕不同区域的色坐标偏差的测试,hardware_module_expansion,2025-09-26T09:29:11.834678,2025-09-26T09:29:11.834678
分光色度计,分光色度计,Spectrophotometer,Tool,显示相关;测试验证;影像相关,精确测量屏幕亮度色度等光学参数的仪器,hardware_module_expansion,2025-09-26T09:29:11.835677,2025-09-26T09:29:11.835677
显示测试信号发生器,显示测试信号发生器,Pattern Generator,Tool,显示相关;测试验证,产生各种标准测试画面（如纯色灰阶棋盘格）的设备,hardware_module_expansion,2025-09-26T09:29:11.835677,2025-09-26T09:29:11.835677
自动光学检测设备,自动光学检测设备,AOI for Display,Tool,显示相关;测试验证;制造工艺,用相机自动检测显示屏外观缺陷（Mura坏点等）的设备,hardware_module_expansion,2025-09-26T09:29:11.835677,2025-09-26T09:29:11.835677
显示模块工程师,显示模块工程师,Display Module Engineer,Role,显示相关;设计;硬件相关,负责显示屏选型光学调试可靠性验证及与整机的匹配,hardware_module_expansion,2025-09-26T09:29:11.835677,2025-09-26T09:29:11.835677
主动对齐,主动对齐,Active Alignment,Process,影像相关;制造工艺;摄像头模组,在通电状态下调整传感器与镜头的相对位置以达到最佳光学性能的组装工艺,hardware_module_expansion,2025-09-26T09:29:11.836795,2025-09-26T09:29:11.836795
标定,标定,Calibration,Process,影像相关;测试验证;制造工艺,对摄像头模块进行参数校正如shading correction AF calibration,hardware_module_expansion,2025-09-26T09:29:11.836795,2025-09-26T09:29:11.836795
调制传递函数测试,调制传递函数测试,MTF Test,TestCase,影像相关;测试验证;性能指标,评价镜头成像分辨率和对比度还原能力的核心光学测试,hardware_module_expansion,2025-09-26T09:29:11.836795,2025-09-26T09:29:11.836795
色彩还原测试,色彩还原测试,Color Reproduction Test,TestCase,影像相关;测试验证;性能指标,评估摄像头在不同光源下还原被摄物颜色的准确性,hardware_module_expansion,2025-09-26T09:29:11.836795,2025-09-26T09:29:11.836795
影像质量测试卡,影像质量测试卡,IQ Test Chart,Tool,影像相关;测试验证,如ISO12233分辨率测试卡24色卡等测试图卡,hardware_module_expansion,2025-09-26T09:29:11.836795,2025-09-26T09:29:11.836795
积分球,积分球,Integrating Sphere,Tool,影像相关;测试验证,提供均匀稳定的面光源用于摄像头均匀性色差等测试,hardware_module_expansion,2025-09-26T09:29:11.836795,2025-09-26T09:29:11.836795
影像实验室,影像实验室,Image Quality Lab,Tool,影像相关;测试验证;组织职责,配备暗室光源测试设备和软件的专门测试场地,hardware_module_expansion,2025-09-26T09:29:11.836795,2025-09-26T09:29:11.836795
影像质量工程师,影像质量工程师,Image Quality Engineer,Role,影像相关;测试验证;设计,负责制定摄像头评测标准进行主观和客观的影像质量评估与调试,hardware_module_expansion,2025-09-26T09:29:11.836795,2025-09-26T09:29:11.836795
快充协议,快充协议,Quick Charge Protocol,Process,硬件相关;充电;软件相关,如QC PD用于协商提高充电功率的通信协议,hardware_module_expansion,2025-09-26T09:29:11.837807,2025-09-26T09:29:11.837807
化成,化成,Formation,Process,制造工艺;电池,电池激活后的首次充放电使其形成稳定的SEI膜的工艺,hardware_module_expansion,2025-09-26T09:29:11.837807,2025-09-26T09:29:11.837807
老化测试,老化测试,Aging Test,TestCase,可靠性;电池;测试验证,模拟电池长期使用后的性能衰减的测试,hardware_module_expansion,2025-09-26T09:29:11.837807,2025-09-26T09:29:11.837807
针刺测试,针刺测试,Nail Penetration Test,TestCase,安全相关;电池;测试验证,模拟电池内部短路检验其安全性能的测试,hardware_module_expansion,2025-09-26T09:29:11.837807,2025-09-26T09:29:11.837807
热滥用测试,热滥用测试,Thermal Abuse Test,TestCase,安全相关;电池;测试验证,将电池置于高温环境中检验其热稳定性的测试,hardware_module_expansion,2025-09-26T09:29:11.837807,2025-09-26T09:29:11.837807
电池测试系统,电池测试系统,Battery Test System,Tool,测试验证;电池;硬件相关,可编程充放电设备用于测试电池性能,hardware_module_expansion,2025-09-26T09:29:11.837807,2025-09-26T09:29:11.837807
绝热量热仪,绝热量热仪,Accelerating Rate Calorimeter,Tool,测试验证;安全相关;电池,测量电池在绝热条件下发生热失控时的放热特性的仪器,hardware_module_expansion,2025-09-26T09:29:11.837807,2025-09-26T09:29:11.837807
电池安全工程师,电池安全工程师,Battery Safety Engineer,Role,安全相关;硬件相关;可靠性,负责电池安全设计风险评估和失效分析的工程师,hardware_module_expansion,2025-09-26T09:29:11.837807,2025-09-26T09:29:11.837807
表面贴装技术,表面贴装技术,SMT,Process,制造工艺;SMT;硬件相关,将元件贴装到PCB表面的工艺技术,hardware_module_expansion,2025-09-26T09:29:11.839315,2025-09-26T09:29:11.839315
在线测试,在线测试,ICT,TestCase,测试验证;硬件相关;制造工艺,通过针床对组装好的PCB进行自动化电气性能测试,hardware_module_expansion,2025-09-26T09:29:11.839417,2025-09-26T09:29:11.839417
功能测试,功能测试,FCT,TestCase,测试验证;硬件相关;软件相关,模拟整机工作条件测试产品各项功能是否正常,hardware_module_expansion,2025-09-26T09:29:11.839417,2025-09-26T09:29:11.839417
示波器,示波器,Oscilloscope,Tool,测试验证;电气性能;工具,观察电信号波形随时间变化的仪器,hardware_module_expansion,2025-09-26T09:29:11.839417,2025-09-26T09:29:11.839417
矢量网络分析仪,矢量网络分析仪,VNA,Tool,测试验证;射频相关;工具,测量射频元器件和电路网络参数的精密仪器,hardware_module_expansion,2025-09-26T09:29:11.839417,2025-09-26T09:29:11.839417
硬件测试工程师,硬件测试工程师,Hardware Test Engineer,Role,测试验证;硬件相关;组织职责,负责制定硬件测试方案执行测试并分析问题的工程师,hardware_module_expansion,2025-09-26T09:29:11.839417,2025-09-26T09:29:11.839417
PCB布局工程师,PCB布局工程师,PCB Layout Engineer,Role,设计;硬件相关;组织职责,负责根据原理图进行PCB的元器件布局和走线设计的工程师,hardware_module_expansion,2025-09-26T09:29:11.839417,2025-09-26T09:29:11.839417
天线阻抗匹配,天线阻抗匹配,Antenna Impedance Matching,Process,射频相关;设计;测试验证,通过调整匹配电路使天线阻抗与射频前端输出阻抗共轭匹配实现最大功率传输,hardware_module_expansion,2025-09-26T09:29:11.839925,2025-09-26T09:29:11.839925
射频校准,射频校准,RF Calibration,Process,射频相关;制造工艺;测试验证,在生产线末端对每个手机的发射功率接收增益等射频参数进行校准使其符合标准,hardware_module_expansion,2025-09-26T09:29:11.839925,2025-09-26T09:29:11.839925
综测仪,综测仪,Comprehensive Tester,Tool,射频相关;测试验证;工具,如Keysight安立公司的仪器可模拟基站进行全面的射频和协议一致性测试,hardware_module_expansion,2025-09-26T09:29:11.839925,2025-09-26T09:29:11.839925
网络分析仪,网络分析仪,VNA,Tool,射频相关;测试验证;工具,用于测量天线滤波器等无源器件的S参数如回波损耗S11插入损耗S21,hardware_module_expansion,2025-09-26T09:29:11.839925,2025-09-26T09:29:11.839925
微波暗室,微波暗室,Anechoic Chamber,Tool,射频相关;测试验证;工具,内部覆盖吸波材料模拟自由空间环境用于测量天线的辐射性能方向图效率等,hardware_module_expansion,2025-09-26T09:29:11.839925,2025-09-26T09:29:11.839925
传导测试,传导测试,Conducted Test,TestCase,射频相关;测试验证;通信相关,通过射频电缆直接连接手机主板和测试仪器排除天线影响测试射频电路的性能,hardware_module_expansion,2025-09-26T09:29:11.839925,2025-09-26T09:29:11.839925
OTA测试,OTA测试,Over-the-Air Test,TestCase,射频相关;测试验证;通信相关,在微波暗室中通过空中接口无线测试整机的辐射功率和接收灵敏度TRP/TIS,hardware_module_expansion,2025-09-26T09:29:11.839925,2025-09-26T09:29:11.839925
射频工程师,射频工程师,RF Engineer,Role,射频相关;设计;硬件相关,负责射频电路和天线的设计仿真调试和性能优化,hardware_module_expansion,2025-09-26T09:29:11.840933,2025-09-26T09:29:11.840933
天线工程师,天线工程师,Antenna Engineer,Role,射频相关;设计;硬件相关,专注于天线的设计仿真调试以及与整机结构的协同设计,hardware_module_expansion,2025-09-26T09:29:11.840933,2025-09-26T09:29:11.840933
音频调试,音频调试,Audio Tuning,Process,声学;测试验证;制造工艺,通过软件参数调整扬声器受话器麦克风的EQ增益限幅器等优化音质和响度,hardware_module_expansion,2025-09-26T09:29:11.840933,2025-09-26T09:29:11.840933
声学密封测试,声学密封测试,Acoustic Seal Test,TestCase,声学;测试验证;可靠性,检测扬声器BOX或麦克风声腔的密封性是否良好,hardware_module_expansion,2025-09-26T09:29:11.840933,2025-09-26T09:29:11.840933
人工嘴,人工嘴,Artificial Mouth,Tool,声学;测试验证;工具,用于播放标准测试信号模拟人嘴说话测试麦克风性能,hardware_module_expansion,2025-09-26T09:29:11.840933,2025-09-26T09:29:11.840933
人工耳,人工耳,Artificial Ear,Tool,声学;测试验证;工具,模拟人耳的声学特性用于测量受话器或扬声器在耳道入口处产生的声压,hardware_module_expansion,2025-09-26T09:29:11.841932,2025-09-26T09:29:11.841932
声学分析仪,声学分析仪,Audio Analyzer,Tool,声学;测试验证;工具,如APx系列用于进行高精度的音频参数测量和分析,hardware_module_expansion,2025-09-26T09:29:11.841932,2025-09-26T09:29:11.841932
消声室,消声室,Anechoic Chamber,Tool,声学;测试验证;工具,房间内壁铺设吸声材料模拟自由声场环境用于精确测量声源的辐射特性,hardware_module_expansion,2025-09-26T09:29:11.841932,2025-09-26T09:29:11.841932
声学工程师,声学工程师,Acoustic Engineer,Role,声学;设计;硬件相关,负责声学器件的选型声学结构设计音质主观客观评价和调试,hardware_module_expansion,2025-09-26T09:29:11.841932,2025-09-26T09:29:11.841932
点胶方案,点胶方案,Underfill;Potting,Process,结构相关;制造工艺;可靠性,在芯片底部或关键部件周围点胶增强机械强度和可靠性,hardware_module_expansion,2025-09-26T09:29:11.843934,2025-09-26T09:29:11.843934
