term,canonical_name,aliases,category,tags,description,source_file,created_at,updated_at
循环寿命短,循环寿命短,Short Cycle Life,Symptom,硬件相关;可靠性;异常现象,电池容量随充放电循环次数增加而过快衰减,hardware_module_expansion,2025-09-26T09:29:11.837807,2025-09-26T09:29:11.837807
内阻增大,内阻增大,Increased Internal Resistance,Symptom,硬件相关;性能指标;异常现象,导致电池输出电压下降充电发热严重的现象,hardware_module_expansion,2025-09-26T09:29:11.837807,2025-09-26T09:29:11.837807
开路,开路,Open Circuit,Symptom,硬件相关;电气性能;异常现象,电路断开电流无法通过的故障,hardware_module_expansion,2025-09-26T09:29:11.837807,2025-09-26T09:29:11.837807
元器件立碑,元器件立碑,Tombstoning,Symptom,SMT;制造工艺;异常现象,片式元件一端翘起脱离焊盘的贴装缺陷,hardware_module_expansion,2025-09-26T09:29:11.837807,2025-09-26T09:29:11.837807
数据吞吐量低,数据吞吐量低,Low Data Throughput,Symptom,射频相关;异常现象;通信相关,上网速度远低于理论值或预期值,hardware_module_expansion,2025-09-26T09:29:11.839925,2025-09-26T09:29:11.839925
搜网慢,搜网慢,Slow Network Search,Symptom,射频相关;异常现象;通信相关,手机开机或进入新区域后寻找和注册到网络的时间过长,hardware_module_expansion,2025-09-26T09:29:11.839925,2025-09-26T09:29:11.839925
SAR值超标,SAR值超标,SAR Exceedance,Symptom,射频相关;异常现象;安全相关;法规,比吸收率超过法规限值对人体电磁辐射吸收过高,hardware_module_expansion,2025-09-26T09:29:11.839925,2025-09-26T09:29:11.839925
频率误差,频率误差,Frequency Error,Symptom,射频相关;异常现象;通信相关,发射信号的载波频率偏离标准值,hardware_module_expansion,2025-09-26T09:29:11.839925,2025-09-26T09:29:11.839925
调制频谱超标,调制频谱超标,Modulation Spectrum Fail,Symptom,射频相关;异常现象;通信相关;EMC,发射信号的调制频谱超出规范模板,hardware_module_expansion,2025-09-26T09:29:11.839925,2025-09-26T09:29:11.839925
切换失败,切换失败,Handover Failure,Symptom,射频相关;异常现象;通信相关,手机在不同基站或不同制式之间切换时失败,hardware_module_expansion,2025-09-26T09:29:11.839925,2025-09-26T09:29:11.839925
破音,破音,Distortion;Clipping,Symptom,声学;异常现象,扬声器在大功率下因振幅过大或达到物理极限产生的失真声音,hardware_module_expansion,2025-09-26T09:29:11.840933,2025-09-26T09:29:11.840933
杂音,杂音,Noise;Hiss,Symptom,声学;异常现象,音频信号中夹杂的非预期白噪声或本底噪声,hardware_module_expansion,2025-09-26T09:29:11.840933,2025-09-26T09:29:11.840933
声音小,声音小,Low Sound Pressure Level,Symptom,声学;异常现象;性能指标,输出音量达不到设计规格,hardware_module_expansion,2025-09-26T09:29:11.840933,2025-09-26T09:29:11.840933
频响曲线凹陷,频响曲线凹陷,Frequency Response Dip,Symptom,声学;异常现象;性能指标,频率响应曲线在特定频段出现不正常的谷值导致声音发闷或单薄,hardware_module_expansion,2025-09-26T09:29:11.840933,2025-09-26T09:29:11.840933
相位抵消,相位抵消,Phase Cancellation,Symptom,声学;异常现象;性能指标,多个声源如双扬声器发出的声波因相位相反而相互削弱导致声音减弱或怪异,hardware_module_expansion,2025-09-26T09:29:11.840933,2025-09-26T09:29:11.840933
回声,回声,Echo,Symptom,声学;异常现象;软件相关,通话时对方能听到自己说话的回声,hardware_module_expansion,2025-09-26T09:29:11.840933,2025-09-26T09:29:11.840933
断差,断差,Step,Symptom,结构相关;异常现象;外观,相邻部件如屏幕与中框之间存在不应有的高度差,hardware_module_expansion,2025-09-26T09:29:11.843934,2025-09-26T09:29:11.843934
缝隙,缝隙,Gap,Symptom,结构相关;异常现象;外观,部件之间的间隙不均匀或超出设计范围,hardware_module_expansion,2025-09-26T09:29:11.843934,2025-09-26T09:29:11.843934
松动,松动,Loose;Rattle,Symptom,结构相关;异常现象;可靠性,部件装配不牢固受力或晃动时产生异响或位移,hardware_module_expansion,2025-09-26T09:29:11.843934,2025-09-26T09:29:11.843934
卡扣断裂,卡扣断裂,Snap-fit Breakage,Symptom,结构相关;异常现象;可靠性,塑料卡扣在装配或使用中断裂导致部件松动,hardware_module_expansion,2025-09-26T09:29:11.843934,2025-09-26T09:29:11.843934
热点,热点,Hot Spot,Symptom,热管理;异常现象;可靠性,手机表面或内部特定区域温度异常偏高,hardware_module_expansion,2025-09-26T09:29:11.844934,2025-09-26T09:29:11.844934
表面温度超标,表面温度超标,Surface Temperature Exceedance,Symptom,热管理;异常现象;可靠性;用户体验,手机外壳温度超过安全法规或人体舒适度限值,hardware_module_expansion,2025-09-26T09:29:11.844934,2025-09-26T09:29:11.844934
性能降频,性能降频,Thermal Throttling,Symptom,热管理;异常现象;软件相关;性能指标,因温度过高系统主动降低芯片频率以控制发热导致卡顿,hardware_module_expansion,2025-09-26T09:29:11.844934,2025-09-26T09:29:11.844934
数据漂移,数据漂移,Data Drift,Symptom,传感器;异常现象;可靠性,传感器输出数据随时间发生缓慢偏移偏离真实值,hardware_module_expansion,2025-09-26T09:29:11.845932,2025-09-26T09:29:11.845932
响应延迟,响应延迟,Response Lag,Symptom,传感器;异常现象;性能指标,传感器检测到物理量变化到输出数据之间存在明显延迟,hardware_module_expansion,2025-09-26T09:29:11.845932,2025-09-26T09:29:11.845932
精度不足,精度不足,Poor Accuracy,Symptom,传感器;异常现象;性能指标,传感器测量值与真实值之间存在较大系统误差,hardware_module_expansion,2025-09-26T09:29:11.845932,2025-09-26T09:29:11.845932
零点偏移,零点偏移,Zero Offset,Symptom,传感器;异常现象;性能指标,在输入为零时传感器输出不为零,hardware_module_expansion,2025-09-26T09:29:11.845932,2025-09-26T09:29:11.845932
充电发热严重,充电发热严重,Excessive Heating During Charging,Symptom,充电;异常现象;热管理;安全相关,充电时手机或充电器温度异常升高,hardware_module_expansion,2025-09-26T09:29:11.846936,2025-09-26T09:29:11.846936
充电速度慢,充电速度慢,Slow Charging,Symptom,充电;异常现象;性能指标,实际充电功率远低于标称快充功率,hardware_module_expansion,2025-09-26T09:29:11.846936,2025-09-26T09:29:11.846936
无法快充,无法快充,Fast Charging Not Working,Symptom,充电;异常现象;功能,手机连接支持快充的充电器后仍以标准5V电压充电,hardware_module_expansion,2025-09-26T09:29:11.846936,2025-09-26T09:29:11.846936
充电中断,充电中断,Charging Interruption,Symptom,充电;异常现象;可靠性,充电过程中断断续续无法连续充满,hardware_module_expansion,2025-09-26T09:29:11.846936,2025-09-26T09:29:11.846936
无线充电效率低,无线充电效率低,Low Wireless Charging Efficiency,Symptom,充电;异常现象;性能指标,无线充电时能量损耗大手机发热严重且充电慢,hardware_module_expansion,2025-09-26T09:29:11.846936,2025-09-26T09:29:11.846936
振动微弱,振动微弱,Weak Vibration,Symptom,硬件相关;异常现象;人机交互,振动强度不足用户体验差,hardware_module_expansion,2025-09-26T09:29:11.846936,2025-09-26T09:29:11.846936
振动异响,振动异响,Abnormal Sound During Vibration,Symptom,硬件相关;异常现象;声学,振动时伴随非预期的吱吱或哒哒声,hardware_module_expansion,2025-09-26T09:29:11.846936,2025-09-26T09:29:11.846936
响应延迟,响应延迟,Response Delay,Symptom,硬件相关;异常现象;性能指标,触控操作与振动反馈之间存在可感知的延迟,hardware_module_expansion,2025-09-26T09:29:11.846936,2025-09-26T09:29:11.846936
余振,余振,After-Shock,Symptom,硬件相关;异常现象;性能指标,驱动信号停止后马达因惯性继续振动,hardware_module_expansion,2025-09-26T09:29:11.847937,2025-09-26T09:29:11.847937
橘皮纹,橘皮纹,Orange Peel,Symptom,CMF;异常现象;外观,涂层表面出现类似橘皮的不平整纹理,hardware_module_expansion,2025-09-26T09:29:11.847937,2025-09-26T09:29:11.847937
颗粒感,颗粒感,Graininess,Symptom,CMF;异常现象;外观,涂层表面有可见的微小颗粒,hardware_module_expansion,2025-09-26T09:29:11.847937,2025-09-26T09:29:11.847937
缩水,缩水,Sink Mark,Symptom,制造工艺;异常现象;外观,塑胶件在肉厚较大区域因冷却收缩不均导致表面凹陷,hardware_module_expansion,2025-09-26T09:29:11.847937,2025-09-26T09:29:11.847937
熔接痕,熔接痕,Weld Line,Symptom,制造工艺;异常现象;外观;结构相关,两股熔融塑料流前沿相遇时因融合不良形成的线痕强度和外观均有影响,hardware_module_expansion,2025-09-26T09:29:11.847937,2025-09-26T09:29:11.847937
刮花,刮花,Scratch,Symptom,外观;异常现象;可靠性,表面因摩擦留下的线性痕迹,hardware_module_expansion,2025-09-26T09:29:11.847937,2025-09-26T09:29:11.847937
信号衰减,信号衰减,Signal Attenuation,Symptom,通信相关;异常现象;性能指标,无线信号在传输过程中强度减弱,hardware_module_expansion,2025-09-26T09:29:11.848932,2025-09-26T09:29:11.848932
数据丢包,数据丢包,Packet Loss,Symptom,通信相关;异常现象;性能指标,网络传输过程中数据包丢失导致语音卡顿或视频缓冲,hardware_module_expansion,2025-09-26T09:29:11.848932,2025-09-26T09:29:11.848932
ping值高,ping值高,High Latency,Symptom,通信相关;异常现象;性能指标,网络延迟高影响实时应用如游戏视频通话体验,hardware_module_expansion,2025-09-26T09:29:11.848932,2025-09-26T09:29:11.848932
网络切换失败,网络切换失败,Handover Failure,Symptom,通信相关;异常现象;性能指标,在不同基站或不同网络制式如5G/4G间切换时失败,hardware_module_expansion,2025-09-26T09:29:11.848932,2025-09-26T09:29:11.848932
Wi-Fi断流,Wi-Fi断流,Wi-Fi Disconnection,Symptom,通信相关;异常现象;性能指标,Wi-Fi连接看似正常但数据流量间歇性中断,hardware_module_expansion,2025-09-26T09:29:11.848932,2025-09-26T09:29:11.848932
蓝牙配对不稳定,蓝牙配对不稳定,Bluetooth Pairing Instability,Symptom,通信相关;异常现象;性能指标,蓝牙设备频繁断开连接或需要重新配对,hardware_module_expansion,2025-09-26T09:29:11.848932,2025-09-26T09:29:11.848932
GPS定位漂移,GPS定位漂移,GPS Drift,Symptom,通信相关;异常现象;性能指标,静止时GPS定位点在一定范围内无规律移动,hardware_module_expansion,2025-09-26T09:29:11.848932,2025-09-26T09:29:11.848932
接口腐蚀,接口腐蚀,Interface Corrosion,Symptom,硬件相关;异常现象;可靠性,接口金属触点因汗液潮湿等环境因素发生氧化或电化学腐蚀,hardware_module_expansion,2025-09-26T09:29:11.849934,2025-09-26T09:29:11.849934
引脚弯曲/断裂,引脚弯曲/断裂,Pin Bent/Broken,Symptom,硬件相关;异常现象;制造工艺,连接器引脚在组装或使用中发生物理损伤,hardware_module_expansion,2025-09-26T09:29:11.849934,2025-09-26T09:29:11.849934
连接器缩PIN,连接器缩PIN,Contact Retraction,Symptom,硬件相关;异常现象;可靠性,连接器内部的接触端子回缩导致接触不良,hardware_module_expansion,2025-09-26T09:29:11.849934,2025-09-26T09:29:11.849934
接口松动,接口松动,Loose Connection,Symptom,硬件相关;异常现象;可靠性,接口公母端配合不紧轻微外力即可导致断开,hardware_module_expansion,2025-09-26T09:29:11.849934,2025-09-26T09:29:11.849934
电容容值衰减,电容容值衰减,Capacitance Derating,Symptom,硬件相关;异常现象;可靠性,电容特别是MLCC在直流偏压或高温下实际容值减小,hardware_module_expansion,2025-09-26T09:29:11.850933,2025-09-26T09:29:11.850933
电容失效短路,电容失效短路,Capacitor Short Failure,Symptom,硬件相关;异常现象;可靠性,电容介质击穿导致两极短路可能引发大电流烧毁,hardware_module_expansion,2025-09-26T09:29:11.850933,2025-09-26T09:29:11.850933
电容失效开路,电容失效开路,Capacitor Open Failure,Symptom,硬件相关;异常现象;可靠性,电容内部连接断开失去功能,hardware_module_expansion,2025-09-26T09:29:11.851933,2025-09-26T09:29:11.851933
电感饱和,电感饱和,Inductor Saturation,Symptom,硬件相关;异常现象;可靠性,电流过大导致电感磁芯磁化饱和电感量急剧下降,hardware_module_expansion,2025-09-26T09:29:11.851933,2025-09-26T09:29:11.851933
元件立碑,元件立碑,Tombstoning,Symptom,硬件相关;异常现象;SMT,片式元件一端翘起另一端焊接在焊盘上,hardware_module_expansion,2025-09-26T09:29:11.851933,2025-09-26T09:29:11.851933
元件裂纹,元件裂纹,Component Cracking,Symptom,硬件相关;异常现象;可靠性,特别是MLCC因板弯或热应力导致内部介质产生裂纹,hardware_module_expansion,2025-09-26T09:29:11.851933,2025-09-26T09:29:11.851933
失效模式,失效模式,故障模式,Symptom,可靠性;质量体系;异常现象,产品失效的具体表现形式如开路短路参数漂移等,hardware_module_expansion,2025-09-26T09:29:11.855936,2025-09-26T09:29:11.855936
失效机理,失效机理,故障机理,Symptom,可靠性;质量体系;异常现象,导致产品失效的物理化学或其它过程,hardware_module_expansion,2025-09-26T09:29:11.855936,2025-09-26T09:29:11.855936
